Date,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat)
14 May 2020,4206,3856,3155,2454,1753
18 May 2020,4218,3866,3163,2460,1757
20 May 2020,4244,3890,3183,2476,1768
22 May 2020,4240,3887,3180,2473,1767
26 May 2020,4157,3811,3118,2425,1732
28 May 2020,4188,3839,3141,2443,1745
2 Jun 2020,4168,3821,3126,2431,1737
4 Jun 2020,4156,3809,3117,2424,1731
8 Jun 2020,4115,3772,3086,2401,1715
10 Jun 2020,4223,3871,3167,2463,1760
12 Jun 2020,4225,3873,3169,2465,1761
16 Jun 2020,4241,3888,3181,2474,1767
18 Jun 2020,4234,3881,3175,2470,1764
22 Jun 2020,4278,3921,3208,2495,1782
24 Jun 2020,4292,3934,3219,2503,1788
26 Jun 2020,4307,3948,3230,2512,1794
30 Jun 2020,4332,3971,3249,2527,1805
2 Jul 2020,4266,3911,3200,2489,1778
6 Jul 2020,4284,3927,3213,2499,1785
8 Jul 2020,4359,3996,3269,2543,1816
10 Jul 2020,4348,3985,3261,2536,1812
14 Jul 2020,4383,4017,3287,2556,1826
16 Jul 2020,4347,3985,3260,2536,1811
20 Jul 2020,4370,4006,3277,2549,1821
22 Jul 2020,4486,4112,3365,2617,1869
24 Jul 2020,4569,4188,3426,2665,1904
28 Jul 2020,4710,4318,3533,2748,1963
30 Jul 2020,4706,4313,3529,2745,1961
4 Aug 2020,4897,4489,3673,2856,2040
6 Aug 2020,4983,4568,3737,2907,2076
10 Aug 2020,4883,4476,3662,2848,2035
12 Aug 2020,4621,4236,3466,2696,1925
14 Aug 2020,4679,4289,3509,2729,1950
18 Aug 2020,4808,4408,3606,2805,2004
20 Aug 2020,4707,4314,3530,2746,1961
24 Aug 2020,4604,4220,3453,2686,1918
26 Aug 2020,4663,4275,3498,2720,1943
28 Aug 2020,4619,4234,3465,2695,1925
2 Sep 2020,4580,4198,3435,2672,1908
4 Sep 2020,4553,4174,3415,2656,1897
8 Sep 2020,4580,4198,3435,2672,1908
10 Sep 2020,4596,4213,3447,2681,1915
14 Sep 2020,4618,4233,3464,2694,1924
16 Sep 2020,4635,4248,3476,2703,1931
18 Sep 2020,4616,4231,3462,2693,1923
22 Sep 2020,4500,4125,3375,2625,1875
24 Sep 2020,4440,4070,3330,2590,1850
28 Sep 2020,4464,4092,3348,2604,1860
30 Sep 2020,4463,4091,3347,2603,1860
2 Oct 2020,4478,4105,3359,2612,1866
6 Oct 2020,4450,4079,3338,2596,1854
8 Oct 2020,4465,4093,3349,2605,1861
12 Oct 2020,4539,4161,3405,2648,1891
14 Oct 2020,4473,4101,3355,2610,1864
16 Oct 2020,4485,4111,3364,2616,1869
20 Oct 2020,4514,4138,3386,2633,1881
22 Oct 2020,4516,4140,3387,2634,1882
26 Oct 2020,4523,4146,3392,2638,1884
28 Oct 2020,4483,4110,3363,2615,1868
30 Oct 2020,4507,4132,3380,2629,1878
3 Nov 2020,4595,4212,3446,2681,1915
5 Nov 2020,4638,4251,3478,2705,1932
9 Nov 2020,4448,4077,3336,2595,1853
11 Nov 2020,4470,4098,3353,2608,1863
13 Nov 2020,4528,4151,3396,2641,1887
17 Nov 2020,4512,4136,3384,2632,1880
19 Nov 2020,4439,4069,3329,2589,1850
23 Nov 2020,4384,4019,3288,2558,1827
25 Nov 2020,4290,3933,3218,2503,1788
27 Nov 2020,4253,3898,3190,2481,1772
2 Dec 2020,4336,3975,3252,2529,1807
4 Dec 2020,4364,4000,3273,2546,1818
8 Dec 2020,4433,4064,3325,2586,1847
10 Dec 2020,4358,3995,3268,2542,1816
14 Dec 2020,4328,3967,3246,2525,1803
16 Dec 2020,4412,4045,3309,2574,1838
18 Dec 2020,4452,4081,3339,2597,1855
22 Dec 2020,4443,4073,3332,2592,1851
24 Dec 2020,4429,4060,3322,2584,1845
28 Dec 2020,4438,4069,3329,2589,1849
30 Dec 2020,4459,4088,3345,2601,1858
3 Jan 2019,2920,2676,2190,1703,1217
7 Jan 2019,2894,2652,2170,1688,1206
9 Jan 2019,2933,2689,2200,1711,1222
11 Jan 2019,2913,2671,2185,1700,1214
15 Jan 2019,2948,2703,2211,1720,1228
17 Jan 2019,2952,2706,2214,1722,1230
21 Jan 2019,2930,2685,2197,1709,1221
23 Jan 2019,2937,2692,2203,1713,1224
25 Jan 2019,2973,2726,2230,1734,1239
29 Jan 2019,3010,2760,2258,1756,1254
31 Jan 2019,3014,2763,2260,1758,1256
4 Feb 2019,3024,2772,2268,1764,1260
6 Feb 2019,3006,2756,2255,1754,1253
8 Feb 2019,3007,2756,2255,1754,1253
12 Feb 2019,2973,2725,2229,1734,1239
14 Feb 2019,2996,2746,2247,1748,1248
18 Feb 2019,3044,2791,2283,1776,1269
20 Feb 2019,3063,2807,2297,1787,1276
22 Feb 2019,3033,2780,2274,1769,1264
26 Feb 2019,3032,2779,2274,1769,1263
28 Feb 2019,2992,2743,2244,1746,1247
4 Mar 2019,2934,2690,2201,1712,1223
6 Mar 2019,2901,2659,2175,1692,1209
8 Mar 2019,2923,2679,2192,1705,1218
12 Mar 2019,2915,2672,2186,1700,1214
14 Mar 2019,2889,2649,2167,1685,1204
18 Mar 2019,2876,2636,2157,1678,1198
20 Mar 2019,2911,2669,2184,1698,1213
22 Mar 2019,2921,2677,2191,1704,1217
26 Mar 2019,2923,2679,2192,1705,1218
28 Mar 2019,2873,2634,2155,1676,1197
2 Apr 2019,2863,2624,2147,1670,1193
4 Apr 2019,2866,2627,2149,1672,1194
8 Apr 2019,2903,2661,2177,1694,1210
10 Apr 2019,2908,2666,2181,1696,1212
12 Apr 2019,2870,2630,2152,1674,1196
16 Apr 2019,2854,2616,2140,1665,1189
18 Apr 2019,2846,2609,2135,1660,1186
22 Apr 2019,2857,2619,2142,1666,1190
24 Apr 2019,2873,2634,2155,1676,1197
26 Apr 2019,2889,2648,2166,1685,1204
30 Apr 2019,2870,2631,2153,1674,1196
2 May 2019,2837,2601,2128,1655,1182
6 May 2019,2863,2624,2147,1670,1193
8 May 2019,2872,2633,2154,1676,1197
10 May 2019,2891,2650,2168,1686,1204
14 May 2019,2934,2689,2200,1711,1222
16 May 2019,2904,2662,2178,1694,1210
20 May 2019,2869,2630,2152,1673,1195
22 May 2019,2854,2616,2140,1665,1189
24 May 2019,2866,2627,2150,1672,1194
28 May 2019,2866,2628,2150,1672,1194
30 May 2019,2893,2652,2170,1687,1205
4 Jun 2019,2954,2708,2215,1723,1231
6 Jun 2019,2965,2718,2223,1729,1235
10 Jun 2019,2972,2724,2229,1734,1238
12 Jun 2019,2981,2732,2235,1739,1242
14 Jun 2019,3014,2763,2261,1758,1256
18 Jun 2019,3006,2755,2254,1753,1252
20 Jun 2019,3109,2850,2332,1814,1296
24 Jun 2019,3174,2910,2381,1852,1323
26 Jun 2019,3141,2879,2356,1832,1309
28 Jun 2019,3125,2865,2344,1823,1302
2 Jul 2019,3170,2906,2378,1849,1321
4 Jul 2019,3135,2874,2351,1829,1306
8 Jul 2019,3077,2821,2308,1795,1282
10 Jul 2019,3126,2866,2345,1824,1303
12 Jul 2019,3120,2860,2340,1820,1300
16 Jul 2019,3103,2844,2327,1810,1293
18 Jul 2019,3195,2928,2396,1864,1331
22 Jul 2019,3155,2892,2367,1841,1315
24 Jul 2019,3162,2898,2371,1844,1317
26 Jul 2019,3140,2878,2355,1832,1308
30 Jul 2019,3167,2903,2375,1847,1320
2 Aug 2019,3227,2958,2420,1882,1345
6 Aug 2019,3367,3087,2525,1964,1403
8 Aug 2019,3409,3125,2557,1989,1420
12 Aug 2019,3466,3177,2599,2022,1444
14 Aug 2019,3493,3202,2620,2038,1456
16 Aug 2019,3462,3174,2597,2020,1443
20 Aug 2019,3462,3174,2597,2020,1443
22 Aug 2019,3463,3175,2598,2020,1443
26 Aug 2019,3540,3245,2655,2065,1475
28 Aug 2019,3554,3258,2665,2073,1481
30 Aug 2019,3507,3215,2630,2046,1461
3 Sep 2019,3595,3295,2696,2097,1498
5 Sep 2019,3512,3219,2634,2049,1463
9 Sep 2019,3455,3167,2591,2015,1440
11 Sep 2019,3436,3149,2577,2004,1431
13 Sep 2019,3400,3116,2550,1983,1416
17 Sep 2019,3461,3172,2596,2019,1442
19 Sep 2019,3442,3155,2582,2008,1434
23 Sep 2019,3462,3174,2597,2020,1443
25 Sep 2019,3438,3152,2579,2006,1433
27 Sep 2019,3401,3118,2551,1984,1417
2 Oct 2019,3432,3146,2574,2002,1430
4 Oct 2019,3426,3140,2569,1998,1427
8 Oct 2019,3455,3167,2591,2015,1440
10 Oct 2019,3410,3126,2558,1989,1421
14 Oct 2019,3416,3131,2562,1993,1423
16 Oct 2019,3419,3134,2564,1994,1425
18 Oct 2019,3406,3122,2555,1987,1419
22 Oct 2019,3391,3109,2543,1978,1413
24 Oct 2019,3431,3145,2573,2001,1430
28 Oct 2019,3393,3110,2545,1979,1414
30 Oct 2019,3406,3122,2554,1987,1419
4 Nov 2019,3429,3144,2572,2000,1429
6 Nov 2019,3402,3119,2552,1985,1418
8 Nov 2019,3348,3069,2511,1953,1395
12 Nov 2019,3366,3086,2525,1964,1403
14 Nov 2019,3400,3116,2550,1983,1416
18 Nov 2019,3404,3121,2553,1986,1419
20 Nov 2019,3403,3119,2552,1985,1418
22 Nov 2019,3375,3094,2532,1969,1406
26 Nov 2019,3355,3075,2516,1957,1398
28 Nov 2019,3350,3071,2513,1954,1396
3 Dec 2019,3406,3122,2555,1987,1419
5 Dec 2019,3381,3099,2536,1972,1409
9 Dec 2019,3334,3056,2501,1945,1389
11 Dec 2019,3354,3074,2515,1956,1397
13 Dec 2019,3354,3074,2515,1956,1397
17 Dec 2019,3370,3089,2528,1966,1404
19 Dec 2019,3386,3104,2539,1975,1411
23 Dec 2019,3402,3118,2551,1984,1417
25 Dec 2019,3436,3149,2577,2004,1431
27 Dec 2019,3470,3181,2603,2024,1446
31 Dec 2019,3478,3188,2609,2029,1449
2 Jan 2018,2695,2470,2021,1572,1123
4 Jan 2018,2692,2468,2019,1571,1122
8 Jan 2018,2690,2466,2017,1569,1121
10 Jan 2018,2702,2477,2026,1576,1126
12 Jan 2018,2736,2508,2052,1596,1140
16 Jan 2018,2760,2530,2070,1610,1150
18 Jan 2018,2727,2500,2045,1591,1136
22 Jan 2018,2739,2510,2054,1598,1141
24 Jan 2018,2773,2542,2079,1617,1155
26 Jan 2018,2761,2531,2071,1611,1151
30 Jan 2018,2745,2516,2059,1601,1144
2 Feb 2018,2752,2523,2064,1605,1147
6 Feb 2018,2731,2504,2048,1593,1138
8 Feb 2018,2739,2511,2055,1598,1141
12 Feb 2018,2734,2506,2050,1595,1139
14 Feb 2018,2787,2555,2091,1626,1161
16 Feb 2018,2789,2557,2092,1627,1162
20 Feb 2018,2774,2543,2081,1618,1156
22 Feb 2018,2780,2548,2085,1622,1158
26 Feb 2018,2775,2544,2081,1619,1156
28 Feb 2018,2764,2534,2073,1612,1152
2 Mar 2018,2772,2541,2079,1617,1155
6 Mar 2018,2792,2560,2094,1629,1164
8 Mar 2018,2765,2534,2074,1613,1152
12 Mar 2018,2767,2537,2075,1614,1153
14 Mar 2018,2763,2533,2072,1612,1151
16 Mar 2018,2749,2520,2062,1604,1145
20 Mar 2018,2748,2519,2061,1603,1145
22 Mar 2018,2793,2560,2094,1629,1164
26 Mar 2018,2815,2580,2111,1642,1173
28 Mar 2018,2779,2548,2084,1621,1158
30 Mar 2018,2764,2533,2073,1612,1152
3 Apr 2018,2783,2551,2087,1623,1159
5 Apr 2018,2776,2544,2082,1619,1156
9 Apr 2018,2788,2556,2091,1626,1162
11 Apr 2018,2836,2600,2127,1654,1182
13 Apr 2018,2820,2585,2115,1645,1175
17 Apr 2018,2843,2606,2132,1659,1185
19 Apr 2018,2858,2620,2144,1667,1191
23 Apr 2018,2834,2598,2125,1653,1181
25 Apr 2018,2846,2609,2135,1660,1186
27 Apr 2018,2831,2595,2123,1651,1179
2 May 2018,2805,2571,2104,1636,1169
4 May 2018,2825,2590,2119,1648,1177
8 May 2018,2843,2606,2132,1658,1185
10 May 2018,2850,2613,2138,1663,1188
14 May 2018,2859,2621,2144,1668,1191
16 May 2018,2815,2580,2111,1642,1173
18 May 2018,2827,2591,2120,1649,1178
22 May 2018,2831,2595,2123,1651,1179
24 May 2018,2863,2625,2147,1670,1193
28 May 2018,2814,2579,2110,1641,1172
30 May 2018,2824,2589,2118,1648,1177
4 Jun 2018,2785,2553,2089,1625,1160
6 Jun 2018,2788,2556,2091,1626,1162
8 Jun 2018,2819,2584,2114,1644,1175
12 Jun 2018,2811,2577,2108,1640,1171
14 Jun 2018,2842,2605,2131,1658,1184
18 Jun 2018,2805,2571,2104,1636,1169
20 Jun 2018,2778,2547,2084,1621,1158
22 Jun 2018,2770,2539,2077,1616,1154
26 Jun 2018,2766,2536,2075,1614,1153
28 Jun 2018,2762,2532,2072,1611,1151
3 Jul 2018,2766,2535,2074,1613,1152
5 Jul 2018,2785,2552,2088,1624,1160
9 Jul 2018,2778,2547,2084,1621,1158
11 Jul 2018,2746,2517,2060,1602,1144
13 Jul 2018,2734,2506,2051,1595,1139
17 Jul 2018,2697,2473,2023,1574,1124
19 Jul 2018,2712,2486,2034,1582,1130
23 Jul 2018,2714,2488,2035,1583,1131
25 Jul 2018,2730,2503,2048,1593,1138
27 Jul 2018,2698,2473,2024,1574,1124
31 Jul 2018,2696,2472,2022,1573,1124
2 Aug 2018,2664,2442,1998,1554,1110
6 Aug 2018,2674,2451,2006,1560,1114
8 Aug 2018,2671,2448,2003,1558,1113
10 Aug 2018,2691,2467,2018,1570,1121
14 Aug 2018,2686,2462,2014,1567,1119
16 Aug 2018,2672,2450,2004,1559,1113
20 Aug 2018,2672,2449,2004,1559,1113
22 Aug 2018,2682,2458,2011,1564,1117
24 Aug 2018,2706,2480,2029,1578,1127
28 Aug 2018,2717,2491,2038,1585,1132
30 Aug 2018,2742,2513,2056,1599,1142
4 Sep 2018,2744,2515,2058,1601,1143
6 Sep 2018,2779,2547,2084,1621,1158
10 Sep 2018,2789,2556,2092,1627,1162
12 Sep 2018,2790,2557,2092,1627,1162
14 Sep 2018,2767,2536,2075,1614,1153
18 Sep 2018,2810,2576,2107,1639,1171
20 Sep 2018,2784,2552,2088,1624,1160
24 Sep 2018,2803,2569,2102,1635,1168
26 Sep 2018,2786,2554,2089,1625,1161
2 Oct 2018,2842,2605,2132,1658,1184
4 Oct 2018,2839,2602,2129,1656,1183
8 Oct 2018,2828,2593,2121,1650,1178
10 Oct 2018,2851,2613,2138,1663,1188
12 Oct 2018,2886,2645,2164,1683,1202
16 Oct 2018,2893,2652,2170,1688,1206
18 Oct 2018,2898,2656,2173,1690,1207
22 Oct 2018,2896,2655,2172,1690,1207
24 Oct 2018,2908,2666,2181,1696,1212
26 Oct 2018,2900,2659,2175,1692,1209
30 Oct 2018,2895,2654,2172,1689,1206
2 Nov 2018,2891,2650,2168,1686,1204
6 Nov 2018,2885,2645,2164,1683,1202
8 Nov 2018,2867,2628,2150,1673,1195
12 Nov 2018,2819,2584,2114,1644,1175
14 Nov 2018,2818,2584,2114,1644,1174
16 Nov 2018,2819,2584,2114,1644,1174
20 Nov 2018,2806,2572,2104,1637,1169
22 Nov 2018,2796,2563,2097,1631,1165
26 Nov 2018,2784,2552,2088,1624,1160
28 Nov 2018,2772,2541,2079,1617,1155
30 Nov 2018,2740,2512,2055,1598,1142
4 Dec 2018,2814,2579,2110,1641,1172
6 Dec 2018,2808,2574,2106,1638,1170
10 Dec 2018,2901,2659,2176,1692,1209
12 Dec 2018,2878,2638,2159,1679,1199
14 Dec 2018,2866,2627,2149,1672,1194
18 Dec 2018,2832,2596,2124,1652,1180
20 Dec 2018,2844,2607,2133,1659,1185
24 Dec 2018,2861,2623,2146,1669,1192
26 Dec 2018,2863,2624,2147,1670,1193
28 Dec 2018,2879,2640,2160,1680,1200
3 Jan 2017,2540,2329,1905,1482,1058
5 Jan 2017,2572,2358,1929,1500,1072
9 Jan 2017,2590,2374,1942,1511,1079
11 Jan 2017,2616,2398,1962,1526,1090
13 Jan 2017,2624,2405,1968,1531,1093
17 Jan 2017,2653,2432,1990,1548,1106
19 Jan 2017,2635,2416,1977,1537,1098
23 Jan 2017,2664,2442,1998,1554,1110
25 Jan 2017,2625,2406,1968,1531,1094
27 Jan 2017,2608,2391,1956,1521,1087
31 Jan 2017,2631,2411,1973,1535,1096
2 Feb 2017,2628,2409,1971,1533,1095
6 Feb 2017,2665,2443,1999,1555,1110
8 Feb 2017,2670,2448,2003,1558,1113
10 Feb 2017,2650,2429,1987,1546,1104
14 Feb 2017,2638,2418,1979,1539,1099
16 Feb 2017,2675,2452,2006,1560,1115
20 Feb 2017,2664,2442,1998,1554,1110
22 Feb 2017,2662,2440,1996,1553,1109
24 Feb 2017,2696,2472,2022,1573,1124
28 Feb 2017,2673,2450,2005,1559,1114
2 Mar 2017,2655,2434,1992,1549,1106
6 Mar 2017,2628,2409,1971,1533,1095
8 Mar 2017,2594,2378,1946,1513,1081
10 Mar 2017,2575,2360,1931,1502,1073
14 Mar 2017,2539,2327,1904,1481,1058
16 Mar 2017,2580,2365,1935,1505,1075
20 Mar 2017,2594,2378,1945,1513,1081
22 Mar 2017,2620,2402,1965,1529,1092
24 Mar 2017,2618,2400,1963,1527,1091
28 Mar 2017,2618,2400,1964,1527,1091
30 Mar 2017,2592,2376,1944,1512,1080
4 Apr 2017,2628,2409,1971,1533,1095
6 Apr 2017,2600,2383,1950,1517,1083
10 Apr 2017,2608,2391,1956,1521,1087
12 Apr 2017,2671,2449,2004,1558,1113
14 Apr 2017,2662,2441,1997,1553,1109
18 Apr 2017,2678,2455,2009,1562,1116
20 Apr 2017,2665,2443,1999,1555,1111
24 Apr 2017,2646,2426,1985,1544,1103
26 Apr 2017,2610,2393,1958,1523,1088
28 Apr 2017,2619,2401,1965,1528,1091
2 May 2017,2590,2374,1943,1511,1079
4 May 2017,2536,2325,1902,1479,1057
8 May 2017,2543,2331,1907,1483,1059
10 May 2017,2529,2319,1897,1475,1054
12 May 2017,2535,2324,1902,1479,1056
16 May 2017,2559,2346,1919,1493,1066
18 May 2017,2605,2388,1954,1520,1085
22 May 2017,2620,2402,1965,1528,1092
24 May 2017,2620,2401,1965,1528,1091
26 May 2017,2629,2410,1972,1533,1095
30 May 2017,2623,2405,1967,1530,1093
2 Jun 2017,2642,2422,1982,1541,1101
6 Jun 2017,2680,2457,2010,1563,1117
8 Jun 2017,2645,2424,1984,1543,1102
12 Jun 2017,2623,2404,1967,1530,1093
14 Jun 2017,2607,2390,1955,1521,1086
16 Jun 2017,2596,2380,1947,1514,1082
20 Jun 2017,2588,2372,1941,1510,1078
22 Jun 2017,2599,2382,1949,1516,1083
26 Jun 2017,2575,2361,1932,1502,1073
28 Jun 2017,2593,2377,1945,1512,1080
30 Jun 2017,2579,2364,1934,1505,1075
4 Jul 2017,2555,2342,1916,1490,1065
6 Jul 2017,2546,2333,1909,1485,1061
10 Jul 2017,2516,2306,1887,1468,1048
12 Jul 2017,2523,2313,1893,1472,1051
14 Jul 2017,2540,2328,1905,1482,1058
18 Jul 2017,2570,2356,1927,1499,1071
20 Jul 2017,2573,2359,1930,1501,1072
24 Jul 2017,2595,2379,1946,1514,1081
26 Jul 2017,2608,2390,1956,1521,1087
28 Jul 2017,2618,2400,1963,1527,1091
2 Aug 2017,2585,2369,1939,1508,1077
4 Aug 2017,2580,2365,1935,1505,1075
8 Aug 2017,2585,2370,1939,1508,1077
10 Aug 2017,2654,2433,1990,1548,1106
14 Aug 2017,2640,2420,1980,1540,1100
16 Aug 2017,2642,2422,1982,1541,1101
18 Aug 2017,2647,2426,1985,1544,1103
22 Aug 2017,2643,2423,1983,1542,1101
24 Aug 2017,2649,2429,1987,1545,1104
28 Aug 2017,2703,2478,2027,1577,1126
30 Aug 2017,2690,2465,2017,1569,1121
4 Sep 2017,2744,2515,2058,1601,1143
6 Sep 2017,2745,2516,2059,1601,1144
8 Sep 2017,2768,2538,2076,1615,1153
12 Sep 2017,2739,2510,2054,1598,1141
14 Sep 2017,2752,2523,2064,1606,1147
18 Sep 2017,2703,2477,2027,1577,1126
20 Sep 2017,2685,2461,2014,1566,1119
22 Sep 2017,2707,2481,2030,1579,1128
26 Sep 2017,2718,2491,2038,1585,1132
28 Sep 2017,2705,2480,2029,1578,1127
3 Oct 2017,2678,2455,2009,1562,1116
5 Oct 2017,2661,2439,1996,1552,1109
9 Oct 2017,2699,2474,2024,1575,1125
11 Oct 2017,2710,2484,2032,1581,1129
13 Oct 2017,2711,2485,2033,1581,1129
17 Oct 2017,2685,2461,2014,1566,1119
19 Oct 2017,2693,2468,2020,1571,1122
23 Oct 2017,2683,2459,2012,1565,1118
25 Oct 2017,2668,2445,2001,1556,1112
27 Oct 2017,2657,2435,1992,1550,1107
31 Oct 2017,2641,2421,1981,1541,1100
2 Nov 2017,2650,2429,1988,1546,1104
6 Nov 2017,2659,2437,1994,1551,1108
8 Nov 2017,2676,2453,2007,1561,1115
10 Nov 2017,2681,2458,2011,1564,1117
14 Nov 2017,2694,2470,2021,1572,1123
16 Nov 2017,2683,2459,2012,1565,1118
20 Nov 2017,2675,2452,2006,1560,1115
22 Nov 2017,2693,2469,2020,1571,1122
24 Nov 2017,2674,2451,2005,1560,1114
28 Nov 2017,2682,2458,2011,1564,1117
30 Nov 2017,2644,2424,1983,1543,1102
4 Dec 2017,2642,2422,1981,1541,1101
6 Dec 2017,2622,2404,1967,1530,1093
8 Dec 2017,2588,2372,1941,1510,1078
12 Dec 2017,2581,2366,1936,1505,1075
14 Dec 2017,2591,2375,1943,1511,1080
18 Dec 2017,2604,2387,1953,1519,1085
20 Dec 2017,2605,2388,1954,1520,1086
22 Dec 2017,2625,2407,1969,1532,1094
26 Dec 2017,2640,2420,1980,1540,1100
28 Dec 2017,2666,2444,1999,1555,1111
